country,demographic,coefficient,intercept,test_size,r_squared,latitude,longitude
Grenada,Female 60+,0.0,0.0,0.01,1.0,12.1360374,-61.6904045
Grenada,Male 0-4,0.08620689655172417,-173.41379310344834,0.01,0.0,12.1360374,-61.6904045
Grenada,Male 5-17,-0.17857142857142855,360.03571428571416,0.2971,0.9744897959183788,12.1360374,-61.6904045
Grenada,Male 18-59,0.21686746987951808,-435.4337349397591,0.01,0.0,12.1360374,-61.6904045
Grenada,Male 60+,-0.0,0.0,0.01,1.0,12.1360374,-61.6904045
Guatemala,Female 0-4,-0.22455752212389374,452.5346607669616,0.08539999999999999,0.348593544695989,15.6356088,-89.8988087
Guatemala,Female 5-17,-0.5500573488448306,1113.7996067507786,0.01,0.0,15.6356088,-89.8988087
Guatemala,Female 18-59,-19.276810584958227,38866.09401114208,0.07089999999999999,0.9797794470028148,15.6356088,-89.8988087
Guatemala,Female 60+,-1.8845320623916808,3802.306975736568,0.1028,0.9079622648599248,15.6356088,-89.8988087
Guatemala,Male 0-4,-0.0943396226415094,190.8264150943396,0.07379999999999999,0.3837166251335024,15.6356088,-89.8988087
Guatemala,Male 5-17,-0.43970588235294106,892.4617647058823,0.01,0.0,15.6356088,-89.8988087
Guatemala,Male 18-59,-15.343393148450243,30961.035073409465,0.07089999999999999,0.9747931777038802,15.6356088,-89.8988087
Guatemala,Male 60+,-2.0925019324916256,4218.874774542644,0.1231,0.9510778194338406,15.6356088,-89.8988087
Guinea,Female 0-4,-652.6404867256639,1314484.2606932155,0.1666,0.9479961375399282,10.7226226,-10.7083587
Guinea,Female 5-17,-1647.3592342342342,3319329.8186936937,0.1028,0.9483387527573072,10.7226226,-10.7083587
Guinea,Female 18-59,-1742.4825889477668,3511663.585162756,0.2014,0.9552226685593468,10.7226226,-10.7083587
Guinea,Female 60+,-294.62523404868216,593283.2593979548,0.08829999999999999,0.9763562866338544,10.7226226,-10.7083587
Guinea,Male 0-4,-765.9921298573538,1542628.7988194788,0.2449,0.7622986810579768,10.7226226,-10.7083587
Guinea,Male 5-17,-1874.014066496162,3775560.395140662,0.0999,0.9025668649386728,10.7226226,-10.7083587
Guinea,Male 18-59,-1417.09462915601,2856090.9309462914,0.0593,0.9995280149977752,10.7226226,-10.7083587
Guinea,Male 60+,-267.2281899560007,538055.5334547111,0.097,0.8282682299856847,10.7226226,-10.7083587
Guinea-Bissau,Female 0-4,-9.935465002924538,20538.577305517625,0.15789999999999998,0.44345313546431897,12.100035,-14.9000214
Guinea-Bissau,Female 5-17,-17.853956327776476,37471.8257806997,0.242,0.007156704450827611,12.100035,-14.9000214
Guinea-Bissau,Female 18-59,12.988472095150955,-24484.342909423598,0.1637,0.08900035316611288,12.100035,-14.9000214
Guinea-Bissau,Female 60+,7.966864585328484,-15795.07144225245,0.126,0.6711984901048702,12.100035,-14.9000214
Guinea-Bissau,Male 0-4,-14.448426573426573,29617.71153846153,0.1753,0.4054776777197502,12.100035,-14.9000214
Guinea-Bissau,Male 5-17,-6.101470588235299,13720.217647058833,0.01,0.0,12.100035,-14.9000214
Guinea-Bissau,Male 18-59,-5.533427362482367,12559.59379407616,0.1376,0.21295712808857706,12.100035,-14.9000214
Guinea-Bissau,Male 60+,-1.9019479098270955,4031.9363099146417,0.1376,0.2735312475141545,12.100035,-14.9000214
Guyana,Female 0-4,-0.0,0.0,0.01,1.0,4.8417097,-58.6416891
Guyana,Female 5-17,0.22857142857142854,-458.1,0.1985,0.9010204081632812,4.8417097,-58.6416891
Guyana,Female 18-59,0.3823529411764705,-765.8921568627451,0.126,0.9061899269511472,4.8417097,-58.6416891
Guyana,Female 60+,0.0,0.0,0.01,1.0,4.8417097,-58.6416891
Guyana,Male 0-4,-0.0,0.0,0.01,1.0,4.8417097,-58.6416891
Guyana,Male 5-17,-0.11428571428571427,231.8,0.1898,0.6653061224490149,4.8417097,-58.6416891
Guyana,Male 18-59,0.8266666666666669,-1661.1600000000005,0.1376,0.6613135802469718,4.8417097,-58.6416891
Guyana,Male 60+,-0.0,0.0,0.01,1.0,4.8417097,-58.6416891
Haiti,Female 0-4,0.0,0.0,0.01,1.0,19.1399952,-72.3570972
Haiti,Female 5-17,82.37714285714284,-165551.40571428568,0.1086,0.9640444446243744,19.1399952,-72.3570972
Haiti,Female 18-59,17.711711711711715,-35595.738738738735,0.2043,0.5650681486894313,19.1399952,-72.3570972
Haiti,Female 60+,0.2367021276595745,-475.80851063829806,0.213,0.6264877584125206,19.1399952,-72.3570972
Haiti,Male 0-4,0.0,0.0,0.01,1.0,19.1399952,-72.3570972
Haiti,Male 5-17,86.74857142857141,-174336.56285714285,0.1521,0.9678247089952476,19.1399952,-72.3570972
Haiti,Male 18-59,20.987113402061862,-42178.21134020619,0.2652,0.5604106805704535,19.1399952,-72.3570972
Haiti,Male 60+,0.07180851063829786,-144.2340425531915,0.2971,0.7604473177908373,19.1399952,-72.3570972
Honduras,Female 0-4,495.25188374596337,-993665.3900251164,0.2362,0.5857300651821828,15.2572432,-86.0755145
Honduras,Female 5-17,1192.4444444444448,-2392103.5555555564,0.1521,0.5629906778533662,15.2572432,-86.0755145
Honduras,Female 18-59,2055.690405987752,-4122686.547743252,0.1521,0.5921058908144148,15.2572432,-86.0755145
Honduras,Female 60+,213.7784090909092,-428906.6761363638,0.2507,0.5804110440340919,15.2572432,-86.0755145
Honduras,Male 0-4,511.3055708769991,-1025544.1461665741,0.1869,0.5832237251276285,15.2572432,-86.0755145
Honduras,Male 5-17,1268.765335011009,-2544955.2544825403,0.2478,0.6344968690835969,15.2572432,-86.0755145
Honduras,Male 18-59,1768.2300319488813,-3544987.738019168,0.2101,0.6118527248742041,15.2572432,-86.0755145
Honduras,Male 60+,149.32486160040267,-299460.8507800706,0.2304,0.6280767921135606,15.2572432,-86.0755145
Hong Kong,Female 0-4,1.6029246344206975,-3200.250093738284,0.1086,0.8251270883789696,22.2793278,114.1628131
Hong Kong,Female 5-17,2.214874411302981,-4427.797291993718,0.0999,0.9951002513992772,22.2793278,114.1628131
Hong Kong,Female 18-59,28.16620879120879,-56278.93543956043,0.1028,0.8942685194890116,22.2793278,114.1628131
Hong Kong,Female 60+,0.21233133433283366,-424.8686281859072,0.07089999999999999,0.9145785365687966,22.2793278,114.1628131
Hong Kong,Male 0-4,1.4944812362030904,-2981.9116997792494,0.07959999999999999,0.9484194028128968,22.2793278,114.1628131
Hong Kong,Male 5-17,1.9472748815165877,-3885.254146919431,0.06799999999999999,0.8309722840217585,22.2793278,114.1628131
Hong Kong,Male 18-59,11.919999999999998,-23351.64,0.01,0.0,22.2793278,114.1628131
Hong Kong,Male 60+,0.1946731234866828,-389.0513317191283,0.2246,0.6864771441469524,22.2793278,114.1628131
Hungary,Female 0-4,-1.1314285714285717,2281.0857142857144,0.2739,0.5468834520790533,47.1817585,19.5060937
Hungary,Female 5-17,-12.990697674418604,26188.800000000007,0.2739,0.8792638933854273,47.1817585,19.5060937
Hungary,Female 18-59,-19.34334415584414,38991.42694805192,0.1985,0.26769922140630786,47.1817585,19.5060937
Hungary,Female 60+,-0.5410677618069815,1090.2166324435316,0.1782,0.8128635659065768,47.1817585,19.5060937
Hungary,Male 0-4,-0.6947890818858564,1400.4863523573208,0.1898,0.8908981337241275,47.1817585,19.5060937
Hungary,Male 5-17,-24.12777777777778,48630.807407407425,0.2391,0.2540142127890921,47.1817585,19.5060937
Hungary,Male 18-59,-134.32669322709162,270978.6852589641,0.2449,0.33076341053994385,47.1817585,19.5060937
Hungary,Male 60+,-1.0390243902439018,2093.897560975609,0.1521,0.9277291271397228,47.1817585,19.5060937
Iceland,Female 0-4,-0.4653179190751445,938.3526011560692,0.1289,0.8238698252530888,64.9841821,-18.1059013
Iceland,Female 5-17,-2.482758620689656,5004.459770114944,0.2797,0.6421074977520729,64.9841821,-18.1059013
Iceland,Female 18-59,-5.363247863247863,10809.192307692309,0.1144,0.9229014176103908,64.9841821,-18.1059013
Iceland,Female 60+,-0.07692307692307691,155.0128205128205,0.2681,0.5436390532544304,64.9841821,-18.1059013
Iceland,Male 0-4,-0.6887159533073929,1388.1789883268482,0.1782,0.9549660941960794,64.9841821,-18.1059013
Iceland,Male 5-17,-2.5801526717557253,5199.778625954198,0.1724,0.8824934087615934,64.9841821,-18.1059013
Iceland,Male 18-59,-5.445205479452057,10983.801369863017,0.213,0.9064572542525984,64.9841821,-18.1059013
Iceland,Male 60+,-0.0031446540880503146,6.452830188679246,0.01,0.0,64.9841821,-18.1059013
India,Female 0-4,124.09090909090912,-248491.78787878802,0.1434,0.9643672420087436,22.3511148,78.6677428
India,Female 5-17,196.9348906560637,-392900.4489728297,0.1202,0.9553357989883796,22.3511148,78.6677428
India,Female 18-59,457.72210953346865,-913640.9888438134,0.0593,0.9904367107722236,22.3511148,78.6677428
India,Female 60+,23.582155477031808,-46936.20512367493,0.1202,0.9552614843213064,22.3511148,78.6677428
India,Male 0-4,131.6894714100533,-263685.22339046525,0.0941,0.9665186367117584,22.3511148,78.6677428
India,Male 5-17,226.9914724275156,-452962.99204093224,0.08249999999999999,0.9521963347261382,22.3511148,78.6677428
India,Male 18-59,537.6476510067109,-1074131.013422818,0.1231,0.9804683086991486,22.3511148,78.6677428
India,Male 60+,21.88217397317107,-43525.9712349606,0.1028,0.962638591638134,22.3511148,78.6677428
Indonesia,Female 0-4,33.44811320754718,-67048.48349056605,0.08249999999999999,0.9423500987361504,-2.4833826,117.8902853
Indonesia,Female 5-17,72.25632911392404,-144792.13607594938,0.1521,0.942751867334124,-2.4833826,117.8902853
Indonesia,Female 18-59,152.69807583474818,-306093.30814940576,0.08249999999999999,0.9741857252433574,-2.4833826,117.8902853
Indonesia,Female 60+,5.932619531105777,-11894.489016060546,0.1869,0.9422674282659276,-2.4833826,117.8902853
Indonesia,Male 0-4,39.38860287590982,-78948.83419137227,0.16949999999999998,0.9135017594022864,-2.4833826,117.8902853
Indonesia,Male 5-17,138.11370377694286,-276558.28969744896,0.1782,0.9273782932887991,-2.4833826,117.8902853
Indonesia,Male 18-59,524.9755025125628,-1052007.7227805695,0.155,0.9883405762519784,-2.4833826,117.8902853
Indonesia,Male 60+,6.264299182903836,-12552.763670647395,0.0593,0.9988030282387218,-2.4833826,117.8902853
Iran,Female 0-4,75.66927210552028,-150901.05764533466,0.1231,0.6396442422755755,32.6475314,54.5643516
Iran,Female 5-17,-1077.5171332586785,2184214.9894736838,0.01,0.0,32.6475314,54.5643516
Iran,Female 18-59,-551.4234825870649,1132294.1697512441,0.01,0.0,32.6475314,54.5643516
Iran,Female 60+,-22.21163636363637,46202.73527272729,0.01,0.0,32.6475314,54.5643516
Iran,Male 0-4,66.47948216902785,-132299.79604298974,0.1173,0.805398895850966,32.6475314,54.5643516
Iran,Male 5-17,-630.5366030881019,1286613.763851045,0.01,0.0,32.6475314,54.5643516
Iran,Male 18-59,-1134.0473138548539,2309596.0327992467,0.01,0.0,32.6475314,54.5643516
Iran,Male 60+,-99.44510638297872,202368.83106382986,0.01,0.0,32.6475314,54.5643516
Iraq,Female 0-4,2289.983105513746,-4578894.166026725,0.07959999999999999,0.5664963828161562,33.0955793,44.1749775
Iraq,Female 5-17,4908.225425950195,-9797976.099606812,0.1318,0.3791347942046859,33.0955793,44.1749775
Iraq,Female 18-59,5639.311018957345,-11256078.60584518,0.1173,0.7682549895211832,33.0955793,44.1749775
Iraq,Female 60+,598.4495586380829,-1194248.449558637,0.1347,0.453502283577688,33.0955793,44.1749775
Iraq,Male 0-4,2453.0424528301887,-4904393.205188679,0.07669999999999999,0.600598352824425,33.0955793,44.1749775
Iraq,Male 5-17,4564.539233038349,-9114113.041002953,0.06509999999999999,0.5509133544344513,33.0955793,44.1749775
Iraq,Male 18-59,9179.718169252032,-18356042.815082166,0.08829999999999999,0.6080768674846535,33.0955793,44.1749775
Iraq,Male 60+,414.23030477285795,-825955.1897642324,0.1115,0.2890630074896553,33.0955793,44.1749775
Ireland,Female 0-4,55.416267942583744,-111491.21052631582,0.1318,0.9822730369215708,52.865196,-7.9794599
Ireland,Female 5-17,108.14285714285715,-217439.28571428574,0.1492,0.994518334294502,52.865196,-7.9794599
Ireland,Female 18-59,492.1837837837838,-989500.4432432431,0.1898,0.9728208803529708,52.865196,-7.9794599
Ireland,Female 60+,18.081081081081077,-36326.78378378378,0.155,0.930201698147427,52.865196,-7.9794599
Ireland,Male 0-4,59.832535885167474,-120374.4210526316,0.1492,0.9796951868068222,52.865196,-7.9794599
Ireland,Male 5-17,118.34285714285713,-237967.3523809524,0.1956,0.9985295645894482,52.865196,-7.9794599
Ireland,Male 18-59,952.552795031056,-1914810.9565217397,0.1608,0.9525370233331948,52.865196,-7.9794599
Ireland,Male 60+,15.216981132075471,-30535.886792452828,0.2768,0.7369300850678075,52.865196,-7.9794599
Israel,Female 0-4,-5.65168539325843,11549.483146067425,0.242,0.06420740927615898,31.5313113,34.8667654
Israel,Female 5-17,-10.851809954751134,22188.648190045253,0.01,0.0,31.5313113,34.8667654
Israel,Female 18-59,-62.67414403778041,129605.0,0.1869,0.03481786446814483,31.5313113,34.8667654
Israel,Female 60+,-2.0083682008368213,4113.0627615062795,0.01,0.0,31.5313113,34.8667654
Israel,Male 0-4,-10.119047619047613,20563.39285714284,0.1956,0.3685459762135972,31.5313113,34.8667654
Israel,Male 5-17,27.554187192118224,-54876.77832512315,0.01,0.0,31.5313113,34.8667654
Israel,Male 18-59,-643.2126696832578,1313090.787330316,0.01,0.0,31.5313113,34.8667654
Israel,Male 60+,-3.6683673469387754,7506.545918367345,0.1463,0.08160854893794234,31.5313113,34.8667654
Italy,Female 0-4,0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Female 5-17,0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Female 18-59,0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Female 60+,-0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Male 0-4,0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Male 5-17,-0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Male 18-59,0.0,0.0,0.01,1.0,42.6384261,12.674297
Italy,Male 60+,-0.0,0.0,0.01,1.0,42.6384261,12.674297
Jamaica,Female 0-4,-0.2000000000000001,403.20000000000016,0.0158,1.0,18.1850507,-77.3947693
Jamaica,Female 5-17,-0.07769423558897244,156.82205513784461,0.15789999999999998,0.8334055690604931,18.1850507,-77.3947693
Jamaica,Female 18-59,0.06715063520871142,-128.6079854809437,0.1811,0.17105162514104022,18.1850507,-77.3947693
Jamaica,Female 60+,0.0,0.0,0.01,1.0,18.1850507,-77.3947693
Jamaica,Male 0-4,0.021778584392014532,-43.34301270417425,0.1463,0.159969828821386,18.1850507,-77.3947693
Jamaica,Male 5-17,-0.6967418546365913,1405.7268170426062,0.1434,0.9911355944860808,18.1850507,-77.3947693
Jamaica,Male 18-59,1.1278026905829597,-2259.035874439461,0.2101,0.8462525874615574,18.1850507,-77.3947693
Jamaica,Male 60+,0.0,0.0,0.01,1.0,18.1850507,-77.3947693
Japan,Female 0-4,0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Female 5-17,-0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Female 18-59,0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Female 60+,0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Male 0-4,-0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Male 5-17,0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Male 18-59,0.0,0.0,0.01,1.0,36.5748441,139.2394179
Japan,Male 60+,-0.0,0.0,0.01,1.0,36.5748441,139.2394179
Jordan,Female 0-4,3741.444888178915,-7497918.7436102275,0.06509999999999999,0.9403663078715409,31.1667049,36.941628
Jordan,Female 5-17,8570.33219877468,-17175095.83117768,0.07089999999999999,0.9808348862936752,31.1667049,36.941628
Jordan,Female 18-59,11657.792919495638,-23354256.2643065,0.2014,0.9619098847993128,31.1667049,36.941628
Jordan,Female 60+,1174.559384164223,-2352218.034457478,0.1057,0.980879489360708,31.1667049,36.941628
Jordan,Male 0-4,3995.3934360616386,-8007138.349809889,0.1666,0.9759897683765084,31.1667049,36.941628
Jordan,Male 5-17,9140.827359829667,-18318404.818665724,0.06799999999999999,0.9954122522549148,31.1667049,36.941628
Jordan,Male 18-59,11233.487719880524,-22503357.19017592,0.1057,0.9750115975618244,31.1667049,36.941628
Jordan,Male 60+,875.7734604105573,-1753904.961143695,0.07379999999999999,0.970104855760864,31.1667049,36.941628
Kazakhstan,Female 0-4,-1.2026666666666672,2450.118666666668,0.07959999999999999,0.7982618765431835,47.2286086,65.2093197
Kazakhstan,Female 5-17,5.345054945054944,-10580.265934065932,0.2768,0.06674551039699295,47.2286086,65.2093197
Kazakhstan,Female 18-59,18.507537688442213,-36832.52261306532,0.2507,0.08083188988065637,47.2286086,65.2093197
Kazakhstan,Female 60+,1.310035842293907,-2607.4193548387093,0.2942,0.08460562199253863,47.2286086,65.2093197
Kazakhstan,Male 0-4,-1.6079260237780706,3270.8472919418737,0.06799999999999999,0.974442804716524,47.2286086,65.2093197
Kazakhstan,Male 5-17,4.859271523178807,-9594.514900662249,0.2913,0.08496651149079704,47.2286086,65.2093197
Kazakhstan,Male 18-59,10.054483541430193,-19757.58002270148,0.2449,0.06400890241304202,47.2286086,65.2093197
Kazakhstan,Male 60+,1.3667967364313582,-2729.0088683930458,0.2217,0.16806186903235398,47.2286086,65.2093197
Kenya,Female 0-4,1763.893493576461,-3515349.946125156,0.07089999999999999,0.9017319656779272,1.4419683,38.4313975
Kenya,Female 5-17,5303.748640248639,-10584416.017094016,0.184,0.9409034848321592,1.4419683,38.4313975
Kenya,Female 18-59,4498.709836875926,-8950144.253583785,0.2478,0.9583574966232592,1.4419683,38.4313975
Kenya,Female 60+,396.1320782468013,-790521.3440211802,0.1086,0.9136134588048956,1.4419683,38.4313975
Kenya,Male 0-4,1829.5741110667193,-3646012.8397922483,0.1492,0.9551076422906256,1.4419683,38.4313975
Kenya,Male 5-17,5699.6937499999985,-11369465.278125,0.1057,0.9506458903870012,1.4419683,38.4313975
Kenya,Male 18-59,2986.702070945253,-5909589.170186591,0.1927,0.8766405076369549,1.4419683,38.4313975
Kenya,Male 60+,266.1917808219178,-529637.3561643836,0.1231,0.8964175945685998,1.4419683,38.4313975
Kuwait,Female 0-4,-101.8215779202676,205109.80903261775,0.2826,0.4071722629952685,29.2733964,47.4979476
Kuwait,Female 5-17,-594.3991918332626,1197939.1293066784,0.1927,0.4140477234099851,29.2733964,47.4979476
Kuwait,Female 18-59,-965.4567836563646,1944817.987951807,0.2188,0.3971205442304167,29.2733964,47.4979476
Kuwait,Female 60+,-53.22755191576486,107273.0040947646,0.2913,0.442188639967273,29.2733964,47.4979476
Kuwait,Male 0-4,-115.12693770108213,231947.2585551329,0.2855,0.4452454341761069,29.2733964,47.4979476
Kuwait,Male 5-17,-706.8917947041516,1423671.023210199,0.2652,0.4543665776944141,29.2733964,47.4979476
Kuwait,Male 18-59,-878.9011933174228,1771055.0367541772,0.2246,0.4499591220151943,29.2733964,47.4979476
Kuwait,Male 60+,-49.59054615138936,99913.53976365383,0.2536,0.4428818608775271,29.2733964,47.4979476
Kyrgyzstan,Female 0-4,55.844314299658365,-110996.42996583699,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Female 5-17,64.04062038404729,-126699.85598227475,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Female 18-59,438.3684939091916,-872373.0628460688,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Female 60+,76.58508604206503,-152370.36137667307,0.08249999999999999,0.3644005784905631,41.5089324,74.724091
Kyrgyzstan,Male 0-4,86.20384815392619,-171746.97867914726,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Male 5-17,192.194970845481,-382700.96465014573,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Male 18-59,564.7122792937398,-1126797.1705457459,0.01,0.0,41.5089324,74.724091
Kyrgyzstan,Male 60+,42.099891225525724,-83450.3613125453,0.15789999999999998,0.18712748273674415,41.5089324,74.724091
Latvia,Female 0-4,0.31792452830188683,-636.4830188679247,0.1115,0.9958409477473223,56.8406494,24.7537645
Latvia,Female 5-17,0.2015135135135134,-399.7409729729727,0.15789999999999998,0.4275894681531292,56.8406494,24.7537645
Latvia,Female 18-59,1.7227221597300333,-3446.571241094862,0.06799999999999999,0.9710131489601156,56.8406494,24.7537645
Latvia,Female 60+,0.1648676880222841,-330.36350974930355,0.07379999999999999,0.6776172763051918,56.8406494,24.7537645
Latvia,Male 0-4,0.2534324942791764,-506.6979405034328,0.07379999999999999,0.7711845574412335,56.8406494,24.7537645
Latvia,Male 5-17,0.7079051383399207,-1414.4430830039526,0.1318,0.3694458634759093,56.8406494,24.7537645
Latvia,Male 18-59,5.9391679748822614,-11877.4226844584,0.0593,0.7331672107814371,56.8406494,24.7537645
Latvia,Male 60+,0.02205882352941176,-44.13970588235293,0.0332,1.0,56.8406494,24.7537645
Lebanon,Female 0-4,6982.263157894734,-13997603.999999994,0.2594,0.8260470377099253,33.8750629,35.843409
Lebanon,Female 5-17,14298.883116883115,-28670377.13961039,0.1956,0.8989356893935865,33.8750629,35.843409
Lebanon,Female 18-59,19822.438888888893,-39747225.91944446,0.2536,0.7741383289699884,33.8750629,35.843409
Lebanon,Female 60+,1163.6116666666665,-2332806.655,0.1289,0.8531853300781083,33.8750629,35.843409
Lebanon,Male 0-4,6977.090487238977,-13985550.747099765,0.097,0.9191014843143738,33.8750629,35.843409
Lebanon,Male 5-17,15514.82616707617,-31110380.78439804,0.1144,0.8685753381257494,33.8750629,35.843409
Lebanon,Male 18-59,14972.830626450112,-30013654.96055684,0.1028,0.9086529148169264,33.8750629,35.843409
Lebanon,Male 60+,940.2517401392107,-1885027.668213456,0.1347,0.8947418147974794,33.8750629,35.843409
Lesotho,Female 0-4,0.01369863013698629,-26.45205479452052,0.01,0.0,-29.6039267,28.3350193
Lesotho,Female 5-17,1.1285714285714288,-2269.9000000000005,0.1347,0.7997959183673853,-29.6039267,28.3350193
Lesotho,Female 18-59,1.2499999999999998,-2505.7499999999995,0.1289,0.8611111111111112,-29.6039267,28.3350193
Lesotho,Female 60+,-0.0,0.0,0.01,1.0,-29.6039267,28.3350193
Lesotho,Male 0-4,-0.28571428571428564,576.5714285714283,0.0245,1.0,-29.6039267,28.3350193
Lesotho,Male 5-17,1.6124401913875597,-3241.8899521531102,0.1318,0.9615759712461,-29.6039267,28.3350193
Lesotho,Male 18-59,4.257142857142857,-8549.971428571425,0.1347,0.8802193453559018,-29.6039267,28.3350193
Lesotho,Male 60+,0.05479452054794521,-110.17808219178086,0.2826,0.2630887596172028,-29.6039267,28.3350193
Liberia,Female 0-4,14.824017708909807,-27032.67957941342,0.07959999999999999,0.5892242246803421,5.7499721,-9.3658524
Liberia,Female 5-17,165.89281620175782,-328309.93198318704,0.1231,0.2972380882754154,5.7499721,-9.3658524
Liberia,Female 18-59,62.21449315447381,-118169.47489973727,0.0593,0.06921646335170895,5.7499721,-9.3658524
Liberia,Female 60+,9.732958801498137,-18899.50449438204,0.1753,0.039819005287724085,5.7499721,-9.3658524
Liberia,Male 0-4,28.68013281682345,-54950.59684560043,0.1057,0.048626385697202124,5.7499721,-9.3658524
Liberia,Male 5-17,177.12714852357868,-350220.44270603795,0.271,0.3435109407179776,5.7499721,-9.3658524
Liberia,Male 18-59,59.99863462588747,-114771.81895139266,0.0593,0.16411976137759665,5.7499721,-9.3658524
Liberia,Male 60+,7.86378737541528,-15382.102990033218,0.01,0.0,5.7499721,-9.3658524
Libya,Female 0-4,48.26521739130433,-96360.17035573117,0.1492,0.7887607852321394,26.8234472,18.1236723
Libya,Female 5-17,352.5306462358428,-706097.996002665,0.2101,0.9441027109642268,26.8234472,18.1236723
Libya,Female 18-59,741.8682170542639,-1486113.7344961248,0.07959999999999999,0.9577270830695874,26.8234472,18.1236723
Libya,Female 60+,42.29577464788733,-84670.57746478874,0.2159,0.9033803287406122,26.8234472,18.1236723
Libya,Male 0-4,43.69472182596292,-87148.80313837378,0.1057,0.8852738936594845,26.8234472,18.1236723
Libya,Male 5-17,375.39572989076487,-751631.3997020858,0.0941,0.9929417119269152,26.8234472,18.1236723
Libya,Male 18-59,1150.5223880597016,-2304088.2649253733,0.1173,0.9694779187071754,26.8234472,18.1236723
Libya,Male 60+,76.69390103567322,-153643.81933256626,0.1289,0.9802765976574456,26.8234472,18.1236723
Liechtenstein,Female 0-4,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Female 5-17,0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Female 18-59,0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Female 60+,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Male 0-4,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Male 5-17,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Male 18-59,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Liechtenstein,Male 60+,-0.0,0.0,0.01,1.0,47.1416307,9.5531527
Lithuania,Female 0-4,-1.0172117039586923,2057.0886402753886,0.15789999999999998,0.3609637765243816,55.3500003,23.7499997
Lithuania,Female 5-17,-1.765495207667732,3575.378274760384,0.1144,0.5314384411281905,55.3500003,23.7499997
Lithuania,Female 18-59,5.802596239928384,-11334.306177260527,0.2391,0.02275394948078524,55.3500003,23.7499997
Lithuania,Female 60+,4.916492693110649,-9781.279749478084,0.2623,0.054520890401962514,55.3500003,23.7499997
Lithuania,Male 0-4,-1.9198834668608884,3876.980335032775,0.08249999999999999,0.8029182765623863,55.3500003,23.7499997
Lithuania,Male 5-17,-2.1906077348066293,4441.151933701656,0.1318,0.6370741600356024,55.3500003,23.7499997
Lithuania,Male 18-59,5.994505494505494,-11632.283882783882,0.2449,0.024015100288396814,55.3500003,23.7499997
Lithuania,Male 60+,5.139107611548555,-10224.714960629915,0.2246,0.07526894944242091,55.3500003,23.7499997
Luxembourg,Female 0-4,-0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Female 5-17,0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Female 18-59,0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Female 60+,-0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Male 0-4,-0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Male 5-17,-0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Male 18-59,0.0,0.0,0.01,1.0,49.8158683,6.1296751
Luxembourg,Male 60+,-0.0,0.0,0.01,1.0,49.8158683,6.1296751
Macao,Female 0-4,-0.12275449101796408,247.44311377245504,0.2681,0.908418193552994,22.1757605,113.5514142
Macao,Female 5-17,-0.23940677966101706,482.5656779661018,0.2681,0.9307782426027388,22.1757605,113.5514142
Macao,Female 18-59,-0.18446601941747565,372.63106796116483,0.2623,0.9704496182486584,22.1757605,113.5514142
Macao,Female 60+,-0.0,0.0,0.01,1.0,22.1757605,113.5514142
Macao,Male 0-4,-0.07096774193548384,143.0322580645161,0.01,0.0,22.1757605,113.5514142
Macao,Male 5-17,-0.06666666666666668,135.15555555555557,0.01,0.0,22.1757605,113.5514142
Macao,Male 18-59,-0.38747553816046976,783.9804305283759,0.1927,0.9735563206329556,22.1757605,113.5514142
Macao,Male 60+,-0.0,0.0,0.01,1.0,22.1757605,113.5514142
Madagascar,Female 0-4,0.2500000000000001,-503.00000000000017,0.01,1.0,-18.9249604,46.4416422
